N ORDEN,N CAMARA,BARRIOS,SINIESTRO,DIRECCION SINIESTRO,FECHA,HORA,CODIGO PARTICIPANTES,CODIGOS CAUSAS,SEMAFOROS,,,,
1226,476,San Jose,1,Independencia y General Roca,14/01/24,16:24:00,A/M,G,FALTA SUPERVISAR,,,,
1227,749,Villa Lourdes,1,Magallanes y Dutto,14/01/24,18:27:00,A/M,NSD,FALTA SUPERVISAR,,,,
1228,436,Centro,1,Diagonal Alberdi y Cordoba,15/01/24,06:33:00,A/A,NR,NO,,,,
1229,84,Bernardino Rivadavia,1,Alvarado y Uruguay,15/01/24,11:51:00,?,NR,NO,,,,
1230,146,San Jose,1,J.B. Justo y B. Mitre,15/01/24,12:10:00,A/A,NR,NO,,,,
1231,304,Florentino Ameghino,1,Luro y Carrillo,15/01/24,22:00:00,A,PC,FALTA SUPERVISAR,,,,
1232,91,El Martillo,1,Chavez y Sicilia,16/01/24,08:44:00,A/A,NSD,FALTA SUPERVISAR,,,,
1233,291,Cerrito Sur,1,J. Marti y Fortunato de la Plaza,16/01/24,10:53:00,?,NSD,FALTA SUPERVISAR,,,,
1234,16,Belisario Roldan,1,Alvarado y Alio,16/01/24,12:06:00,A/B,NSD,FALTA SUPERVISAR,,,,
1235,125,Nueve de Julio,1,Champagnat y Chacabuco,16/01/24,15:39:00,A/M,NSD,FALTA SUPERVISAR,,,,
1236,559,San Jose,1,Formosa y H. Yrigoyen,16/01/24,16:36:00,A/A,NR,NO,,,,
1237,448,Bernardino Rivadavia,1,Jara y Rawson,16/01/24,23:04:00,A/A,NR,NO,,,,
1238,700,San Juan,1,Independencia y Colon,16/01/24,22:56:00,M/B,IC,FALTA SUPERVISAR,,,,
1239,255,Caisamar,1,De La Paollera y Sagastizabal,17/01/24,14:33:00,A/M,NSD,FALTA SUPERVISAR,,,,
1240,392,Las Canteras,1,Antartida Argentina y Catriel,17/01/24,17:26:00,A/A,PC,FALTA SUPERVISAR,,,,
1241,145,Santa Monica,1,Juan B. Justo y Neuquen,18/01/24,17:11:00,?,NSD,FALTA SUPERVISAR,,,,
1242,323,Parque Palermo,1,Tetamanti y W. Morris,19/01/24,17:23:00,M/M,NR,NO,,,,
1243,22,Coronel Dorrego,1,Alio y Bolivar,19/01/24,18:35:00,A/M,NSD,FALTA SUPERVISAR,,,,
1244,542,Centro,1,Rivadavia y Jujuy,20/01/24,18:45:00,A/M,NR,NO,,,,
1245,503,Parque Luro,1,Constitucion y Blas Parera,20/01/24,19:07:00,A/M,D,FALTA SUPERVISAR,,,,
1246,358,Villa Lourdes,1,Edison y Solis,21/01/24,00:00:00,A/M,NSD,FALTA SUPERVISAR,,,,
1247,39,Punta Mogotes,1,De los trabajadores y Tripulantes Fournier,21/01/24,00:24:00,CTA,NSD,FALTA SUPERVISAR,,,,
1248,144,Santa Monica,1,Juan B. Justo y San Juan,21/01/24,07:52:00,A/M,G,FALTA SUPERVISAR,,,,
1249,204,Lomas de Stella Maris,1,Colon y Olavarria,21/01/24,17:24:00,A/M,NSD,FALTA SUPERVISAR,,,,
1250,708,Puerto,1,Bvd. P.P. Ramos y Pringles,21/01/24,21:01:00,A/M,NSD,FALTA SUPERVISAR,,,,
1251,207,Puerto,1,Ortiz de Zarate y BP Dorrego,21/01/24,22:37:00,A/M,NSD,FALTA SUPERVISAR,,,,
1252,8,San Juan,1,Alvarado y Olazabal,22/01/24,17:02:00,A/M,NSD,FALTA SUPERVISAR,,,,
1253,562,Bernardino Rivadavia,1,Jara y Roca,22/01/24,23:18:00,?,NSD,FALTA SUPERVISAR,,,,
1254,243,Parque Independencia,1,J. Newbery y Fragata Sarmiento,23/01/24,05:17:00,A,PC,FALTA SUPERVISAR,,,,
1255,125,Nueve de Julio,1,Champagnat y Libertad,23/01/24,10:55:00,CAM/A,G,FALTA SUPERVISAR,,,,
1256,528,Coronel Dorrego,1,Alio y Rivadavia,23/01/24,11:16:00,CTA/A,NR,NO,,,,
1257,562,Bernardino Rivadavia,1,Alvarado y Francia,23/01/24,13:22:00,B/B,D,FALTA SUPERVISAR,,,,
1258,528,Coronel Dorrego,1,Alio y Belgrano,23/01/24,17:48:00,M/M,EV,FALTA SUPERVISAR,,,,
1259,112,Playa Grande,1,Alem y Garay,23/01/24,21:14:00,A/M,NSD,FALTA SUPERVISAR,,,,
1260,528,Coronel Dorrego,1,Alio y Belgrano,24/01/24,11:15:00,CTA/M,EV,FALTA SUPERVISAR,,,,
1261,625,Juramento,1,Mario Bravo y JoseHernandez,24/01/24,14:20:00,A/A,D,FALTA SUPERVISAR,,,,
1262,433,Malvinas Argentinas,1,Libertad y Calasa,24/01/24,16:45:00,M/M,EV,FALTA SUPERVISAR,,,,
1263,291,Cerrito Sur,1,Cerrito y Soler,24/01/24,20:00:00,A/M,NSD,FALTA SUPERVISAR,,,,
1264,334,Jorge Newbery,1,Colon y Wilde,24/01/24,20:52:00,A/M,NSD,FALTA SUPERVISAR,,,,
1265,122,Bernardino Rivadavia,1,Champagnat y Matheu,25/01/24,16:55:00,A/M,NSD,FALTA SUPERVISAR,,,,
1266,285,Termas Huinco,1,Edison y Bouchard,26/01/24,08:33:00,A/A/A,NSD,FALTA SUPERVISAR,,,,
1267,254,Caisamar,1,Constitucion y Rojas,26/01/24,11:13:00,A/M,G,FALTA SUPERVISAR,,,,
1268,586,Los Andes,1,Champagnat y Colon,27/01/24,20:48:00,A/P,NSD,FALTA SUPERVISAR,,,,
1269,282,Colinas Peralta Ramos,1,Fortunato de la Plaza y Pescadores,27/01/24,21:25:00,A/M,NSD,FALTA SUPERVISAR,,,,
1270,45,Peralta Ramos Oeste,1,J.B. Justo y 14 de Julio,28/01/24,00:41:00,?,NSD,FALTA SUPERVISAR,,,,
1271,366,Las Avenidas,1,J.B. Justo y Arenales,29/01/24,07:48:00,M/M,NR,NO,,,,
1272,251,Constitucion,1,Felix U. Camet y Estrada,29/01/24,13:35:00,CAM,NSD,FALTA SUPERVISAR,,,,
1273,256,Parque Luro,1,Tejedor y Rio Negro,29/01/24,13:42:00,A/B,G,FALTA SUPERVISAR,,,,
1274,116,El Gaucho,1,Ruta 88 y El Cano,01/02/24,08:00:00,A/M,NSD,FALTA SUPERVISAR,,,,
1275,153,San Juan,1,Colon y Guido,01/02/24,09:02:00,A/M,NSD,FALTA SUPERVISAR,,,,
1276,476,San Jose,1,Independencia y Roca,01/02/24,09:24:00,A/M,PC,FALTA SUPERVISAR,,,,
1277,419,Plaza Mitre,1,Santiago del Estero y Gascon,02/02/24,10:01:00,A/P,NSD,FALTA SUPERVISAR,,,,
1278,213,General Pueyrredon,1,Fortunato de la Plaza y Burmana,02/02/24,16:19:00,A/A,NSD,FALTA SUPERVISAR,,,,
1279,497,Punta Mogotes,1,De los Trabajadores y Vergara,02/02/24,17:36:00,A/M,D,FALTA SUPERVISAR,,,,
1280,596,Centro,1,Luro e Independencia,03/02/24,14:58:00,M/M,VS,FALTA SUPERVISAR,,,,
1281,440,Lomas de Stella Maris,1,Bvd. P.P. Ramos y Gral Paz,03/02/24,16:33:00,A/A,NSD,FALTA SUPERVISAR,,,,
1282,700,San Juan,1,Colon y Jujuy,03/02/24,17:00:00,A/M,NSD,FALTA SUPERVISAR,,,,
1283,472,Bosque Grande,1,Fortunato de la Plaza y R. Universitaria,04/02/24,07:52:00,CTA/M,NSD,FALTA SUPERVISAR,,,,
1284,205,Lomas de Stella Maris,1,San Martin y Buenos Aires,04/02/24,08:25:00,A,NSD,FALTA SUPERVISAR,,,,
1285,203,Macrocentro,1,Colon y Olavarria,04/02/24,17:51:00,M,NSD,FALTA SUPERVISAR,,,,
1286,528,Coronel Dorrego,1,Alio y Belgrano,05/02/24,12:59:00,A/M,NR,NO,,,,
1287,294,Cerrito San Salvador,1,Fortunato de la Plaza y Santa Cecilia,05/02/24,14:14:00,M/P,NSD,FALTA SUPERVISAR,,,,
1288,93,Lomas de Stella Maris,1,Guemes y Castelli,06/02/24,11:01:00,A/M,NR,NO,,,,
1289,706,Villa Primera,1,Champagnat y 9 de Julio,06/02/24,18:38:00,A/M,NSD,FALTA SUPERVISAR,,,,
1290,130,Los Pinares,1,Zaballa y De la Paolera,07/02/24,10:59:00,A/M,NSD,FALTA SUPERVISAR,,,,
1291,59,Centro,1,Salta y Luro,07/02/24,13:53:00,A/P,NSD,FALTA SUPERVISAR,,,,
1292,153,San Juan,1,Colon y Dorrego,07/02/24,17:57:00,A/P,D,FALTA SUPERVISAR,,,,
1293,401,Bosque Grande,1,Fortunato de la Plaza y Polonia,07/02/24,23:28:00,A/M,NSD,FALTA SUPERVISAR,,,,
1294,593,Alto Camet,1,Beltran y Sciocco,08/02/24,14:10:00,M,NSD,FALTA SUPERVISAR,,,,
1295,706,Villa Primera,1,Luro y Bahia Blanca,08/02/24,15:12:00,A/B,NSD,FALTA SUPERVISAR,,,,
1296,413,Coronel Dorrego,1,Colon y Armenia,08/02/24,16:47:00,A/M,G,FALTA SUPERVISAR,,,,
1297,595,Peralta Ramos Oeste,1,Lisandro de Latorre y Ayolas,08/02/24,12:50:00,M,PC,FALTA SUPERVISAR,,,,
1298,365,Primera Junta,1,Juan B. Justo y Entre Rios,09/02/24,17:13:00,A/M,MR,FALTA SUPERVISAR,,,,
1299,555,Vieja Terminal,1,Alvarado y Tucuman,09/02/24,16:56:00,A/M,NSD,FALTA SUPERVISAR,,,,
1300,205,Lomas de Stella Maris,1,Bvd. Peralta Ramos y San Martin,10/02/24,00:19:00,?,NSD,FALTA SUPERVISAR,,,,
1301,226,Las Dos Marias,1,Ruta 88 y Fortunato de la Plaza,10/02/24,13:05:00,A/CAM,D,FALTA SUPERVISAR,,,,
1302,587,Parque Luro,1,F.U. Camet y Arenal,11/02/24,16:04:00,M/P,D,FALTA SUPERVISAR,,,,
1303,284,Colinas Peralta Ramos,1,Edison y Calabria,11/02/24,21:26:00,A/M,G,FALTA SUPERVISAR,,,,
1304,39,Punta Mogotes,1,De los Trabajadores y Fortunato de la Plaza,12/02/24,05:29:00,A/M,NSD,FALTA SUPERVISAR,,,,
1305,804,La Perla,1,Bvd. P.P. Ramos e Ituzaingo,12/02/24,07:47:00,A,NSD,FALTA SUPERVISAR,,,,
1306,145,Santa Monica,1,J.B. Justo y Francia,12/02/24,12:35:00,COL/A,NSD,FALTA SUPERVISAR,,,,
1307,340,San Cayetano,1,Colon y David Ortega,12/02/24,16:25:00,A/M,EV,FALTA SUPERVISAR,,,,
1308,508,La Perla,1,Libertad y Jujuy,12/02/24,17:32:00,A/M,NR,NO,,,,
1309,213,Villa Evita,1,Fortunato de la Plaza y Ratery,12/02/24,18:30:00,CABALLO,NR,NO,,,,
1310,293,El Progreso,1,Fortunato de la Plaza y Agote,12/02/24,20:09:00,M,NR,NO,,,,
1311,443,La Perla,1,Bvd. P Ramos y Libertad,13/02/24,06:12:00,A/M,EV,FALTA SUPERVISAR,,,,
1312,729,Malvinas Argentinas,1,Berutti y Coronel Suarez,13/02/24,15:34:00,A/M,NR,NO,,,,
1313,16,Belisario Roldan,1,A. Alio y Castelli,13/02/24,16:24:00,A/M,NSD,FALTA SUPERVISAR,,,,
1314,406,Santa Monica,1,Irala y Polonia,13/02/24,18:18:00,B,NSD,FALTA SUPERVISAR,,,,
1315,498,Zacagnini,1,F.U. Camet y Beltran,13/02/24,18:31:00,B,NSD,FALTA SUPERVISAR,,,,
1316,479,San Jose,1,Independencia y Matheu,14/02/24,11:25:00,A/P,G,FALTA SUPERVISAR,,,,
1317,406,Santa Monica,1,Polonia e Irala,14/02/24,18:25:00,M/P,NSD,FALTA SUPERVISAR,,,,
1318,61,Puerto,1,12 de Octubre y De los TrabajaDores,15/02/24,10:45:00,CTA/M,NSD,FALTA SUPERVISAR,,,,
1319,79,El Progreso,1,Fortunato de la Plaza y Manso,15/02/24,14:47:00,M/M,EV,FALTA SUPERVISAR,,,,
1320,136,Los Andes,1,Colon y Chile,15/02/24,19:38:00,A/P,G,FALTA SUPERVISAR,,,,
1321,504,Parque Luro,1,Constitucion y Pasteur,15/02/24,20:39:00,A/M,VS,FALTA SUPERVISAR,,,,
1322,416,General Pueyrredon,1,Genova y Udine,15/02/24,21:39:00,A/M,NSD,FALTA SUPERVISAR,,,,
1323,279,Termas Huinco,1,Fotunato de la Plaza y Bermejo,16/02/24,09:14:00,A/M,NSD,FALTA SUPERVISAR,,,,
1324,478,Plaza Mitre,1,Independencia y Alberti,16/02/24,12:13:00,A/M,FV,FALTA SUPERVISAR,,,,
1325,44,Bosque Alegre,1,J.B. Justo y Republica Universitaria,17/02/24,05:40:00,A/P,D,FALTA SUPERVISAR,,,,
1326,243,Parque Independencia,1,Newbery y P. Narwal,18/02/24,08:28:00,A/M,EV,FALTA SUPERVISAR,,,,
1327,30,Parque Luro,1,Constitucion y Tejedor,18/02/24,10:33:00,A/M,NSD,FALTA SUPERVISAR,,,,
1328,227,General Belgrano,1,C. Gardel y San Salvador,18/02/24,19:21:00,A/M,NSD,FALTA SUPERVISAR,,,,
1329,271,Punta Mogotes,1,M. Bravo y Giacobini,18/02/24,21:06:00,CTA/M,NSD,FALTA SUPERVISAR,,,,
1330,706,Villa Primera,1,Luro y Bordabehere,19/02/24,14:46:00,A/M,NSD,FALTA SUPERVISAR,,,,
1331,116,El Gaucho,1,12 de Octubre y Ruta 88,19/02/24,17:29:00,?,NSD,FALTA SUPERVISAR,,,,
1332,362,Punta Mogotes,1,De los Trabajadores y Scilia,20/02/24,06:51:00,A/M,NSD,FALTA SUPERVISAR,,,,
1333,540,Don Bosco,1,Don Bosco y Belgrano,21/02/24,06:57:00,A/B,D,FALTA SUPERVISAR,,,,
1334,434,Centro,1,Rivadavia y Entre Rios,21/02/24,09:26:00,CAM/A,NR,NO,,,,
1335,543,Centro,1,La Rioja y Rivadavia,21/02/24,14:15:00,?,NSD,FALTA SUPERVISAR,,,,
1336,204,Lomas de Stella Maris,1,Colon y Olavarria,21/02/24,15:49:00,M/P,PI,FALTA SUPERVISAR,,,,
1337,327,Nueve de Julio,1,Ituzaingo y A. Alio,21/02/24,17:02:00,B,PC,FALTA SUPERVISAR,,,,
1338,581,Centro,1,Independencia y Rivadavia,21/02/24,18:12:00,A/A,VS,FALTA SUPERVISAR,,,,
1339,79,El Progreso,1,J. P. Ramos y Fortunato de la Plaza,22/02/24,12:09:00,A/M,EV,FALTA SUPERVISAR,,,,
1340,376,San Carlos,1,J.J. Paso y Lamadrid,22/02/24,16:45:00,A/M,EV,FALTA SUPERVISAR,,,,
1341,33,Villa Lourdes,1,T. Edison y Gaboto,22/02/24,18:48:00,A/A,NSD,FALTA SUPERVISAR,,,,
1342,12,Santa Celina,1,M. Bravo y Talcahuano,22/02/24,21:14:00,A/M,NR,NO,,,,
1343,557,San Jose,1,Catamarca y Saavedra,23/02/24,11:09:00,A/A,NR,NO,,,,
1344,21,San Juan,1,Colon y Olazabal,23/02/24,12:37:00,A,NR,SI,,,,
1345,271,Punta Mogotes,1,Mario Bravo y Giacobini,23/02/24,14:16:00,COL/A,D,FALTA SUPERVISAR,,,,
1346,586,Los Andes,1,Champagnat y Moreno,24/02/24,13:09:00,A/M,NSD,FALTA SUPERVISAR,,,,
1347,706,Villa Primera,1,Luro y Champagnat,24/02/24,17:05:00,M,PC,FALTA SUPERVISAR,,,,
1348,543,Centro,1,Independencia y Rivadavia,24/02/24,18:20:00,A/M,NSD,FALTA SUPERVISAR,,,,
1349,129,Las Lilas,1,A. Alio y Gascon,25/02/24,21:38:00,M,PC,FALTA SUPERVISAR,,,,
1350,581,Centro,1,Independencia y Rivadavia,26/02/24,10:38:00,A/P,G,FALTA SUPERVISAR,,,,
1351,78,El Progreso,1,Vertiz y Valentini,26/02/24,13:48:00,A/M,NSD,FALTA SUPERVISAR,,,,
1352,75,Villa Lourdes,1,Vertiz y Posadas,26/02/24,13:51:00,A/A,NR,NO,,,,
1353,708,Puerto,1,Alfar y De los Trabajadores,26/02/24,16:16:00,A/M,NSD,FALTA SUPERVISAR,,,,
1354,77,Don Emilio,1,Ruta 88 y Hernandarias,26/02/24,20:29:00,A/B,NSD,FALTA SUPERVISAR,,,,
1355,231,Belisario Roldan,1,A. Alio y Gascon,26/02/24,20:48:00,A/M,G,FALTA SUPERVISAR,,,,
1356,111,Centro,1,Rivadavia y Entre Rios,27/02/24,13:58:00,?,NSD,FALTA SUPERVISAR,,,,
1357,62,FlorencioSanchez,1,Mario Bravo y Antartida Argentina,27/02/24,14:15:00,A/A,NSD,FALTA SUPERVISAR,,,,
1358,706,Villa Primera,1,Champagnat y 9 de Julio,27/02/24,07:33:00,?,NSD,FALTA SUPERVISAR,,,,
1359,55,Sarmiento,1,Luro y Malvinas,28/02/24,07:42:00,A,PC,FALTA SUPERVISAR,,,,
1360,270,Bosque Peralta Ramos,1,Mario Bravo y Croce,29/02/24,11:20:00,A/M,NSD,FALTA SUPERVISAR,,,,
1361,79,El Progreso,1,F. Sanchez y Fortunato de la Plaza,29/02/24,13:31:00,A/M,G,FALTA SUPERVISAR,,,,
1362,153,San Juan,1,Colon y Guido,29/02/24,14:09:00,A/M,NSD,FALTA SUPERVISAR,,,,
1363,29,Parque Luro,1,Constitucion y F.U. Camet,29/02/24,15:12:00,M,PC,FALTA SUPERVISAR,,,,
1364,340,San Cayetano,1,Colon y R. Libano,29/02/24,15:40:00,A/M,NSD,FALTA SUPERVISAR,,,,
1365,483,Don Bosco,1,Colon y Don Bosco,29/02/24,20:22:00,CTA/P,NSD,FALTA SUPERVISAR,,,,
1366,523,Centro,1,Colon y San Luis,01/03/24,11:53:00,CAM/P,NSD,FALTA SUPERVISAR,,,,
1367,702,San Jose,1,12 de Octubre y J. P. Ramos,01/03/24,11:49:00,A/M,NSD,FALTA SUPERVISAR,,,,
1368,14,Malvinas Argentinas,1,Alio y Berutti,01/03/24,12:21:00,A/B,VS,FALTA SUPERVISAR,,,,
1369,30,Parque Luro,1,Constitucion y Tejedor,01/03/24,18:18:00,A/M,NR,SI,,,,
1370,549,General Roca,1,R. Peña y Sarmiento,01/03/24,21:03:00,A/M,NR,NO,,,,
1371,213,Villa Evita,1,Ratery y Fortunato de la Plaza,01/03/24,21:16:00,M/B,NSD,FALTA SUPERVISAR,,,,
1372,335,Jorge Newbery,1,Leguizamon y Colon,02/03/24,17:04:00,A/B,D,FALTA SUPERVISAR,,,,
1373,381,Lomas de Stella Maris,1,Bvd. P.P. Ramos y Corrientes,04/03/24,08:48:00,A/M,PC,FALTA SUPERVISAR,,,,
1374,204,Lomas de Stella Maris,1,Colon y Olavarria,04/03/24,09:01:00,A/M,G,FALTA SUPERVISAR,,,,
1375,153,San Juan,1,Colon y 14 de Julio,04/03/24,12:00:00,M/M,NR,NO,,,,
1376,334,Jorge Newbery,1,Colon y Republica de Siria,04/03/24,12:35:00,M/P,NSD,FALTA SUPERVISAR,,,,
1377,306,Playa Grande,1,Bvd. P.P. Ramos y Formosa,04/03/24,12:51:00,M,NSD,FALTA SUPERVISAR,,,,
1378,279,Termas Huinco,1,Fortunato de la Plaza y Posadas,04/03/24,16:21:00,A/M,NSD,FALTA SUPERVISAR,,,,
1379,477,San Jose,1,Independencia y Avellaneda,05/03/24,08:04:00,A/B,NR,SI,,,,
1380,675,Termas Huinco,1,Tripulantes del Fournier yTriunvirato,05/03/24,08:12:00,A/A,G,FALTA SUPERVISAR,,,,
1381,568,La Florida,1,Constitucion y Pilar,05/03/24,12:12:00,A/M,G,FALTA SUPERVISAR,,,,
1382,129,Las Lilas,1,Estado de Israel y Gascon,05/03/24,22:56:00,A/M,NSD,FALTA SUPERVISAR,,,,
1383,264,Los Pinares,1,Carballo y J.A. Peña,06/03/24,06:10:00,A/M,NSD,FALTA SUPERVISAR,,,,
1384,123,Belisario Roldan,1,J. B. Justo y A. Alio,06/03/24,17:19:00,M/B,G,FALTA SUPERVISAR,,,,
1385,134,Caisamar,1,Constitucion y Lasalle,07/03/24,13:20:00,M/B,NSD,FALTA SUPERVISAR,,,,
1386,476,San Jose,1,Independencia y Gral Roca,07/03/24,16:43:00,?,NSD,FALTA SUPERVISAR,,,,
1387,448,Bernardino Rivadavia,1,Jara y Gascon,07/03/24,23:10:00,A/M,NSD,FALTA SUPERVISAR,,,,
1388,77,Don Emilio,1,Vertiz y Tetamanti,08/03/24,12:59:00,A/M,IC,FALTA SUPERVISAR,,,,
1389,9,Plaza Mitre,1,Alvarado y Corrientes,09/03/24,10:30:00,A/P,NSD,FALTA SUPERVISAR,,,,
1390,60,Nueve de Julio,1,Luro y David Ortega,10/03/24,02:58:00,A/M,NSD,FALTA SUPERVISAR,,,,
1391,668,Regional,1,Champagnat y R. Peña,10/03/24,08:25:00,A/M,VS,FALTA SUPERVISAR,,,,
1392,229,Autodromo,1,Tripulante Fournier y Calle 238,10/03/24,17:11:00,M/B,NSD,FALTA SUPERVISAR,,,,
1393,35,Florencio Sanchez,1,Fortunato de la Plaza y Talcahuano,10/03/24,22:24:00,A/M,NR,SI,,,,
1394,139,Villa Primera,1,Zabala y Berutti,11/03/24,07:27:00,A/M,NR,NO,,,,
1395,54,Coronel Dorrego,1,Alio y 9 de Julio,11/03/24,16:37:00,A/M,NR,NO,,,,
1396,366,Las Avenidas,1,J.B. Justo y Buenos Aires,12/03/24,12:07:00,M/P,NSD,FALTA SUPERVISAR,,,,
1397,508,La Perla,1,Libertad y Jujuy,12/03/24,12:22:00,A/M,EV,FALTA SUPERVISAR,,,,
1398,324,General Pueyrredon,1,Polonia y Tripulante Fournier,13/03/24,08:38:00,CTA/M,NSD,FALTA SUPERVISAR,,,,
1399,360,Termas Huinco,1,Juramento y Tripulante Fournier,13/03/24,12:45:00,A/M,NSD,FALTA SUPERVISAR,,,,
1400,57,Centro,1,H. Yrigoyen y San Martin,13/03/24,16:23:00,A/P,G,FALTA SUPERVISAR,,,,
1401,205,Lomas de Stella Maris,1,P.J. de Galindez y Viamonte,14/03/24,05:49:00,A,A,FALTA SUPERVISAR,,,,
1402,586,Los Andes,1,Colon y Champagnat,14/03/24,06:42:00,A/M,NSD,FALTA SUPERVISAR,,,,
1403,125,Nueve de Julio,1,Chacabuco y Champagnat,14/03/24,10:55:00,A/A/A,NSD,FALTA SUPERVISAR,,,,
1404,448,Bernardino Rivadavia,1,Jara y Alberti,14/03/24,11:59:00,M,PC,FALTA SUPERVISAR,,,,
1405,328,Jorge Newbery,1,Luro y Venezuela,14/03/24,19:35:00,M/M,NR,NO,,,,
1406,749,Villa Lourdes,1,Magallanes y Edison,15/03/24,10:11:00,M/P,NSD,FALTA SUPERVISAR,,,,
1407,291,Cerrito Sur,1,Fortunato de la Plaza y J. Hernandez,15/03/24,14:52:00,M/PERRO,P,FALTA SUPERVISAR,,,,
1408,282,Colinas Peralta Ramos,1,Fortunato de la Plaza y Pescadores,15/03/24,16:23:00,A/A,NSD,FALTA SUPERVISAR,,,,
1409,151,San Jose,1,R. Peña y Corrientes,15/03/24,18:06:00,A/M,NSD,FALTA SUPERVISAR,,,,
1410,251,Constitucion,1,F.U. Camet y Sagastizabal,15/03/24,18:19:00,A/B,NR,NO,,,,
1411,732,La Perla,1,Berutti y Costa,15/03/24,21:16:00,A/M,G,FALTA SUPERVISAR,,,,
1412,251,Constitucion,1,F.U. Camet y Mugaburu,15/03/24,21:16:00,PATRULLA/A,D,FALTA SUPERVISAR,,,,
1413,290,Termas Huinco,1,Fortunato de la Plaza y Juramento,16/03/24,12:25:00,M/M,VS,FALTA SUPERVISAR,,,,
1414,334,Jorge Newbery,1,Colon y Rep. Arabe Siria,16/03/24,12:57:00,A/M,NSD,FALTA SUPERVISAR,,,,
1415,35,Florencio Sanchez,1,Fortunato de la Plaza y Savio,16/03/24,20:14:00,A/B,NSD,FALTA SUPERVISAR,,,,
1416,54,Coronel Dorrego,1,A. Alio y 25 de Mayo,16/03/24,21:05:00,A/M,NSD,FALTA SUPERVISAR,,,,
1417,122,El Gaucho,1,Champagnat y Juan B. Justo,17/03/24,10:45:00,A/M,NSD,FALTA SUPERVISAR,,,,
1418,521,Centro,1,San Luis y Belgrano,18/03/24,08:38:00,CTA/P,G,FALTA SUPERVISAR,,,,
1419,586,Los Andes,1,Champagnat y Rivadavia,18/03/24,11:58:00,A/A,D,FALTA SUPERVISAR,,,,
1420,24,San Cayetano,1,Colon y Chilabert,18/03/24,16:11:00,?,NSD,FALTA SUPERVISAR,,,,
1421,389,Peralta Ramos Oeste,1,J. P. Ramos y Ayolas,19/03/24,07:21:00,CTA/B,D,FALTA SUPERVISAR,,,,
1422,328,Jorge Newbery,1,F. Errea y Rivadavia,19/03/24,08:04:00,M,NSD,FALTA SUPERVISAR,,,,
1423,579,Vieja Terminal,1,Olavarria y Garay,19/03/24,10:34:00,A/M,NR,NO,,,,
1424,416,General Pueyrredon,1,Genova y Rep. De Cuba,19/03/24,11:34:00,A/A,?,FALTA SUPERVISAR,,,,
1425,483,Don Bosco,1,Colon e Italia,19/03/24,13:22:00,A/M,D,FALTA SUPERVISAR,,,,
1426,117,Don Bosco,1,San Juan y Belgrano,19/03/24,13:23:00,A/B,D,FALTA SUPERVISAR,,,,
1427,209,Rumenco,1,Newbery y Bahia Thetis,19/03/24,16:09:00,A/M,NSD,FALTA SUPERVISAR,,,,
1428,448,Bernardino Rivadavia,1,Jara y Alberti,19/03/24,17:54:00,M,EV,FALTA SUPERVISAR,,,,
1429,139,Villa Primera,1,Zabala y Berutti,20/03/24,17:27:00,A/M,NSD,FALTA SUPERVISAR,,,,
1430,338,Los Andes,1,Champagnat y Bolivar,21/03/24,09:15:00,A/A/A,NSD,FALTA SUPERVISAR,,,,
1431,625,Juramento,1,Mario Bravo y Triunvirato,21/03/24,15:33:00,A/M,NSD,FALTA SUPERVISAR,,,,
1432,401,Bosque Grande,1,Fortunato de la Plaza y Goni,21/03/24,17:28:00,A/M,NSD,FALTA SUPERVISAR,,,,
1433,264,Los Pinares,1,Carballo y F. Acosta,23/03/24,08:22:00,A/A,NSD,FALTA SUPERVISAR,,,,
1434,339,Bernardino Rivadavia,1,Alvarado y Champagnat,24/03/24,19:51:00,A/A/M,NSD,FALTA SUPERVISAR,,,,
1435,366,Las Avenidas,1,Juan B. Justo y Fleming,26/03/24,11:16:00,A/P,D,FALTA SUPERVISAR,,,,
1436,583,Centro,1,Bvd. Patricio Peralta Ramos y Santa Fe,26/03/24,11:18:00,A/M,D,FALTA SUPERVISAR,,,,
1437,314,Libertad,1,Libertad y Rauch,26/03/24,13:08:00,CTA/M,NSD,FALTA SUPERVISAR,,,,
1438,255,Caisamar,1,De La Paollera y Acevedo,26/03/24,13:30:00,A/M,NSD,FALTA SUPERVISAR,,,,
1439,700,San Juan,1,Colon y Espana,26/03/24,15:27:00,A/M,NSD,FALTA SUPERVISAR,,,,
1440,243,Parque Independencia,1,Newbery y F. Sarmiento,26/03/24,17:49:00,A/P,PI,FALTA SUPERVISAR,,,,
1441,478,Plaza Mitre,1,Independencia y Garay,27/03/24,12:04:00,M,PC,FALTA SUPERVISAR,,,,
1442,231,Belisario Roldan,1,A. Alio y Castelli,27/03/24,18:02:00,A/M,NSD,FALTA SUPERVISAR,,,,
1443,504,Parque Luro,1,Constitucion y Esquiu,28/03/24,18:33:00,A/M,G,FALTA SUPERVISAR,,,,
1444,413,Coronel Dorrego,1,Colon y Armenia,29/03/24,02:27:00,A/M,G,FALTA SUPERVISAR,,,,
1445,125,Nueve de Julio,1,Champagnat y Libertad,29/03/24,10:25:00,M,FV,FALTA SUPERVISAR,,,,
1446,339,Bernardino Rivadavia,1,Alvarado y Malvinas,29/03/24,15:56:00,A/M,NSD,FALTA SUPERVISAR,,,,
1447,478,Plaza Mitre,1,Independencia y Alberti,29/03/24,16:51:00,A/B,NR,SI,,,,
