Real,Evento,año,mes,Tipo de Evento,Origen,N.º Cámara,Cámaras,Direccion 0,Direccion,Resultado,CIUDAD,PROVINCIA,PAIS,ENLACE,Longitud y Latitud,,,
27559,1,2023,10,Robo/Hurto Automotor,CATE 911,401,CON,Inda,soler,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Inda y soler , Buenos Aires , Argentina,-38.018654, -57.6063838
27574,1,2023,10,Robo/Hurto Automotor,CATE 911,344,CON,David Ortega Presbitero,Pedro Luro,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,David Ortega y Pedro Luro , Buenos Aires , Argentina,-37.976319, -57.590468
27667,1,2023,10,Robo/Hurto Automotor,CATE 911,204,CON,Alte Brown,Guemes,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Alte Brown y Guemes , Buenos Aires , Argentina,-38.010088, -57.5371577
27728,1,2023,10,Robo/Hurto Automotor,COM,57,CON,Pedro Luro,Hipolito Yrigoyen,Detencion,Mar del Plata,Buenos Aires,Argentina,Pedro Luro y Hipolito Yrigoyen , Buenos Aires , Argentina,-37.997093, -57.5491867
27864,1,2023,11,Robo/Hurto Automotor,CATE 911,104,CON,San Juan,Gascon,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,San Juan y Gascon , Buenos Aires , Argentina,-37.998553, -57.5689131
27888,1,2023,11,Robo/Hurto Automotor,CATE 911,809,CON,San Martin,Mexico,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,San Martin y Mexico , Buenos Aires , Argentina,-37.983806, -57.5754804
27955,1,2023,11,Robo/Hurto Automotor,COM,262,CON,Patricio Peralta Ramos,Beruti,Detencion,Mar del Plata,Buenos Aires,Argentina,Patricio Peralta Ramos y Beruti , Buenos Aires , Argentina,-37.981392, -57.5443845
27956,1,2023,11,Robo/Hurto Automotor,CATE 911,705,CON,Pedro Luro,Corrientes,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Pedro Luro y Corrientes , Buenos Aires , Argentina,-38.000949, -57.5415961
28018,1,2023,11,Robo/Hurto Automotor,CATE 911,419,CON,Moreno,Corrientes,Hallazgo Automotor,Mar del Plata,Buenos Aires,Argentina,Moreno y Corrientes , Buenos Aires , Argentina,-38.007212, -57.551756
28062,1,2023,11,Robo/Hurto Automotor,CATE 911,117,CON,San Juan,Belgrano,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,San Juan y Belgrano , Buenos Aires , Argentina,-37.992875, -57.5643311
28102,1,2023,11,Robo/Hurto Automotor,CATE 911,438,CON,Juan B Alberdi,Corrientes,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Juan B Alberdi y Corrientes , Buenos Aires , Argentina,-37.999160, -57.5424627
28136,1,2023,11,Robo/Hurto Automotor,CATE 911,14,CON,Rio Negro,Funes De Millan,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Rio Negro y Funes De Millan , Buenos Aires , Argentina,-37.962936, -57.5853132
28160,1,2023,11,Robo/Hurto Automotor,CATE 911,437,CON,25 De mayo,Bartolome Mitre,Detencion,Mar del Plata,Buenos Aires,Argentina,Veinticinco de Mayo y Bartolome Mitre , Buenos Aires , Argentina,-37.996752, -57.5475205
28200,1,2023,11,Robo/Hurto Automotor,CATE 911,358,CON,Juan B Justo,Thomas A Edison,No Asiste,Mar del Plata,Buenos Aires,Argentina,Juan B Justo y Thomas A Edison , Buenos Aires , Argentina,-38.038801, -57.5449921
28291,1,2023,11,Robo/Hurto Automotor,CATE 911,396,CON,Castelli,Chilabert,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Castelli y Chilabert , Buenos Aires , Argentina,-37.981067, -57.6100177
28305,1,2023,11,Robo/Hurto Automotor,CATE 911,582,CON,San Luis,San Martin,No Asiste,Mar del Plata,Buenos Aires,Argentina,San Luis y San Martin , Buenos Aires , Argentina,-37.998955, -57.5479019
28348,1,2023,11,Robo/Hurto Automotor,CATE 911,623,CON,Juan B Justo,Paula Albarracin,Secuestro De Vehiculo,Mar del Plata,Buenos Aires,Argentina,Juan B Justo y Paula Albarracin , Buenos Aires , Argentina,-37.992435, -57.6063614
28359,1,2023,11,Robo/Hurto Automotor,CATE 911,5006,SIN,Cuba,Guanahani,Hallazgo Automotor,Mar del Plata,Buenos Aires,Argentina,Cuba y Guanahani , Buenos Aires , Argentina,-38.01797, -57.58979
28392,1,2023,11,Robo/Hurto Automotor,CATE 911,622,CON,Juan B Justo,De Los Reservistas,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Juan B Justo y De Los Reservistas , Buenos Aires , Argentina,-37.996401, -57.6010993
28399,1,2023,11,Robo/Hurto Automotor,CATE 911,476,CON,Rodriguez Pena,La Rioja,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Rodriguez Pena y La Rioja , Buenos Aires , Argentina,-38.009959, -57.5639469
28480,1,2023,11,Robo/Hurto Automotor,CPM,525,CON,25 De mayo,Juan J Paso,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Veinte de Septiembre y Juan J Paso , Buenos Aires , Argentina,-37.979914, -57.5877511
28520,1,2023,11,Robo/Hurto Automotor,CATE 911,528,CON,Moreno,Grecia,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Moreno y Grecia , Buenos Aires , Argentina,-37.976644, -57.5964005
28538,1,2023,11,Robo/Hurto Automotor,CATE 911,323,CON,Tetamanti,Johanes Gutemberg,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Tetamanti y Johanes Gutemberg , Buenos Aires , Argentina,-38.017478, -57.6198932
28665,1,2023,11,Robo/Hurto Automotor,CATE 911,159,CON,Pedro Luro,Chilabert,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Pedro Luro y Chilabert , Buenos Aires , Argentina,-37.971686, -57.5996104
28718,1,2023,11,Robo/Hurto Automotor,CATE 911,21,CON,Olazabal,San Martin,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Olazabal y San Martin , Buenos Aires , Argentina,-37.995328, -57.5663126
28815,1,2023,11,Robo/Hurto Automotor,CATE 911,581,CON,Independencia,Belgrano,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Independencia y Belgrano , Buenos Aires , Argentina,-37.997962, -57.5542638
28880,1,2023,11,Robo/Hurto Automotor,CATE 911,30,CON,Constitucion,Chubut,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Constitucion y Chubut , Buenos Aires , Argentina,-37.965546, -57.5534873
28918,1,2023,11,Robo/Hurto Automotor,CATE 911,231,CON,Arturo Alio,Garay,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Arturo Alio y Garay , Buenos Aires , Argentina,-37.983852, -57.6022941
28919,1,2023,11,Robo/Hurto Automotor,CATE 911,129,CON,Gascon,Termas De Rio Hondo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Gascon y Termas De Rio Hondo , Buenos Aires , Argentina,-37.981485, -57.6003789
28943,1,2023,11,Robo/Hurto Automotor,CATE 911,408,CON,San Luis,Quintana,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,San Luis y Quintana , Buenos Aires , Argentina,-38.015697, -57.5614269
28944,1,2023,11,Robo/Hurto Automotor,CATE 911,555,CON,Buenos Aires,Alvarado,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Buenos Aires y Alvarado , Buenos Aires , Argentina,-38.012391, -57.5503219
28949,1,2023,11,Robo/Hurto Automotor,CATE 911,141,CON,Nueve de Julio,Suarez,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Nueve de Julio y Suarez , Buenos Aires , Argentina,-37.969967, -57.5982223
28951,1,2023,11,Robo/Hurto Automotor,CATE 911,262,CON,Felix U Camet,Falkner,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Felix U Camet y Falkner , Buenos Aires , Argentina,-37.981392, -57.5443845
28984,1,2023,11,Robo/Hurto Automotor,CATE 911,336,CON,Garay,Estado De Israel,Persecucion Y Perdida,Mar del Plata,Buenos Aires,Argentina,Garay y Estado De Israel , Buenos Aires , Argentina,-37.983403, -57.607646
29003,1,2023,11,Robo/Hurto Automotor,CATE 911,436,CON,Pedro Luro,San Luis,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Pedro Luro y San Luis , Buenos Aires , Argentina,-37.998513, -57.546153
29030,1,2023,11,Robo/Hurto Automotor,CATE 911,612,CON,Talcahuano,Gaboto,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Talcahuano y Gaboto , Buenos Aires , Argentina,-38.024389, -57.5676037
29210,1,2023,11,Robo/Hurto Automotor,CATE 911,391,CON,Jacinto Peralta Ramos,Arana Y Goiri,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Jacinto Peralta Ramos y Arana Y Goiri , Buenos Aires , Argentina,-38.029220, -57.58346
29219,1,2023,11,Robo/Hurto Automotor,CATE 911,408,CON,Avellaneda,San Luis,Hallazgo Automotor,Mar del Plata,Buenos Aires,Argentina,Avellaneda y San Luis , Buenos Aires , Argentina,-38.015697, -57.5614269
29265,1,2023,11,Robo/Hurto Automotor,CATE 911,327,CON,Arturo Alio,Libertad,Asiste Inspeccion General,Mar del Plata,Buenos Aires,Argentina,Arturo Alio y Libertad , Buenos Aires , Argentina,-37.969243, -57.5905714
29271,1,2023,11,Robo/Hurto Automotor,CATE 911,582,CON,San Luis,San Martin,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,San Luis y San Martin , Buenos Aires , Argentina,-37.998955, -57.5479019
29345,1,2023,11,Robo/Hurto Automotor,CATE 911,596,CON,Independencia,San Martin,No Asiste,Mar del Plata,Buenos Aires,Argentina,Independencia y San Martin , Buenos Aires , Argentina,-37.99639, -57.55293
29360,1,2023,11,Robo/Hurto Automotor,CATE 911,111,CON,Rivadavia,Santa Fe,Detencion,Mar del Plata,Buenos Aires,Argentina,Rivadavia y Santa Fe , Buenos Aires , Argentina,-38.001270, -57.5455517
29374,1,2023,11,Robo/Hurto Automotor,CATE 911,111,CON,Rivadavia,Santa Fe,No Asiste,Mar del Plata,Buenos Aires,Argentina,Rivadavia y Santa Fe , Buenos Aires , Argentina,-38.001270, -57.5455517
29390,1,2023,11,Robo/Hurto Automotor,ORIGEN DIFERIDO,564,CON,San Lorenzo,Remedios De Escalada,Hallazgo Automotor,Mar del Plata,Buenos Aires,Argentina,San Lorenzo y Remedios De Escalada , Buenos Aires , Argentina,-37.988055, -57.6028106
29398,1,2023,11,Robo/Hurto Automotor,CATE 911,308,CON,Roca,Patricio Peralta Ramos,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Roca y Patricio Peralta Ramos , Buenos Aires , Argentina,-38.025490, -57.5310174
29499,1,2023,11,Robo/Hurto Automotor,CATE 911,327,CON,Libertad,Arturo Alio,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Libertad y Arturo Alio , Buenos Aires , Argentina,-37.969243, -57.5905714
29533,1,2023,11,Robo/Hurto Automotor,CATE 911,808,CON,Las Heras,Larrea,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Las Heras y Larrea , Buenos Aires , Argentina,-38.024803, -57.5547351
29542,1,2023,11,Robo/Hurto Automotor,CATE 911,85,CON,San Luis,Venticinco de 05,No Asiste,Mar del Plata,Buenos Aires,Argentina,San Luis y Venticinco de 05 , Buenos Aires , Argentina,-37.997893, -57.5470348
29553,1,2023,11,Robo/Hurto Automotor,CATE 911,30,CON,Carlos Tejedor,Constitucion,Detencion,Mar del Plata,Buenos Aires,Argentina,Carlos Tejedor y Constitucion , Buenos Aires , Argentina,-37.965546, -57.5534873
29727,1,2023,11,Robo/Hurto Automotor,CATE 911,667,CON,Patricio Peralta Ramos,Saavedra,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Patricio Peralta Ramos y Saavedra , Buenos Aires , Argentina,-38.028355, -57.5339843
29728,1,2023,11,Robo/Hurto Automotor,CATE 911,80,CON,Patricio Peralta Ramos,Belgrano,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Patricio Peralta Ramos y Belgrano , Buenos Aires , Argentina,-38.003574, -57.5431804
29729,1,2023,11,Robo/Hurto Automotor,CATE 911,804,CON,Patricio Peralta Ramos,Chacabuco,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Patricio Peralta Ramos y Chacabuco , Buenos Aires , Argentina,-37.989941, -57.5452102
29730,1,2023,11,Robo/Hurto Automotor,CATE 911,251,CON,Felix U Camet,Miguel De Unamuno,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Felix U Camet y Miguel De Unamuno , Buenos Aires , Argentina,-37.963093, -57.5406799
29874,1,2023,12,Robo/Hurto Automotor,CATE 911,813,CON,Chacabuco,Avenida Independencia,No Asiste,Mar del Plata,Buenos Aires,Argentina,Chacabuco y Avenida Independencia , Buenos Aires , Argentina,-37.987956, -57.5491083
29877,1,2023,12,Robo/Hurto Automotor,CATE 911,702,CON,Avenida Juan B. Justo,Avenida Independencia,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Juan B. Justo Doctor y Avenida Independencia , Buenos Aires , Argentina,-38.018900, -57.5711611
29894,1,2023,12,Robo/Hurto Automotor,CATE 911,649,CON,Avenida Antartida Argentina,Chuyantuya Cacique,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Antartida Argentina y Chuyantuya Cacique , Buenos Aires , Argentina,-38.056516, -57.6109001
29900,1,2023,12,Robo/Hurto Automotor,CATE 911,45,CON,Avenida Juan B. Justo,Funes Gregorio,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Juan B. Justo Doctor y Funes Gregorio , Buenos Aires , Argentina,-38.014813, -57.5767165
29960,1,2023,12,Robo/Hurto Automotor,CATE 911,443,CON,Santiago Del Estero,Avenida Patricio Peralta Ramos,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Santiago Del Estero y Avenida Patricio Peralta Ramos , Buenos Aires , Argentina,-37.992208, -57.5452828
29975,1,2023,12,Robo/Hurto Automotor,CATE 911,153,CON,Avenida Colon,Veinte de Setiembre,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Avenida Colon y Veinte de Setiembre , Buenos Aires , Argentina,-37.997898, -57.5612653
30076,1,2023,12,Robo/Hurto Automotor,CATE 911,283,CON,Calabria,Mosconi Enrique C. General,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Calabria y Mosconi Enrique C. General , Buenos Aires , Argentina,-38.061810, -57.5594183
30088,1,2023,12,Robo/Hurto Automotor,CATE 911,571,CON,Buenos Aires,Esteban Gascon,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Buenos Aires y Esteban Gascon , Buenos Aires , Argentina,-38.009231, -57.5477932
30100,1,2023,12,Robo/Hurto Automotor,CATE 911,296,CON,Jacinto Peralta Ramos,Genova,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Jacinto Peralta Ramos y Genova , Buenos Aires , Argentina,-38.035406, -57.5910995
30121,1,2023,12,Robo/Hurto Automotor,CATE 911,108,CON,Avenida Colon,Arenales,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Colon y Arenales , Buenos Aires , Argentina,-38.005856, -57.5423229
30226,1,2023,12,Robo/Hurto Automotor,CATE 911,259,CON,Jose Cardiel Padre,Ricardo Palma,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Jose Cardiel Padre y Ricardo Palma , Buenos Aires , Argentina,-37.970982, -57.5651146
30390,1,2023,12,Robo/Hurto Automotor,CATE 911,707,CON,San Martin,Avenida Juan Hector Jara,No Asiste,Mar del Plata,Buenos Aires,Argentina,San Martin y Avenida Juan Hector Jara , Buenos Aires , Argentina,-37.986354, -57.5705099
30407,1,2023,12,Robo/Hurto Automotor,CATE 911,145,CON,Rawson,Guillermo Marconi Ingeniero,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Rawson y Guillermo Marconi Ingeniero , Buenos Aires , Argentina,-38.006956, -57.5871294
30482,1,2023,12,Robo/Hurto Automotor,CATE 911,243,CON,Fragata Sarmiento,Newbery J.,Secuestro De Vehiculo,Mar del Plata,Buenos Aires,Argentina,Fragata Sarmiento y Newbery J. , Buenos Aires , Argentina,-38.068855, -57.5734051
30490,1,2023,12,Robo/Hurto Automotor,CATE 911,85,CON,San Luis,Juan Bautista Alberdi,Detencion,Mar del Plata,Buenos Aires,Argentina,San Luis y Juan Bautista Alberdi , Buenos Aires , Argentina,-37.997893, -57.5470348
30495,1,2023,12,Robo/Hurto Automotor,CATE 911,57,CON,Avenida Pedro Luro,Hipolito Yrigoyen,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Pedro Luro y Hipolito Yrigoyen , Buenos Aires , Argentina,-37.997093, -57.5491867
30670,1,2023,12,Robo/Hurto Automotor,CATE 911,585,CON,Avenida Colon,Hipolito Yrigoyen,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Colon y Hipolito Yrigoyen , Buenos Aires , Argentina,-38.001973, -57.5531637
30678,1,2023,12,Robo/Hurto Automotor,CATE 911,624,CON,Juana Manso,Juan Bautista Azopardo,Hallazgo Automotor,Mar del Plata,Buenos Aires,Argentina,Juana Manso y Juan Bautista Azopardo , Buenos Aires , Argentina,-38.029913, -57.5808377
30740,1,2023,12,Robo/Hurto Automotor,CATE 911,225,CON,Los Pinos,Rotonda Del Lago,Secuestro De Vehiculo,Mar del Plata,Buenos Aires,Argentina,Los Pinos y Rotonda Del Lago , Buenos Aires , Argentina,-38.007046, -57.5914089
30744,1,2023,12,Robo/Hurto Automotor,CATE 911,79,CON,Jacinto Peralta Ramos,De La Plaza Fortunato,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Jacinto Peralta Ramos y De La Plaza Fortunato , Buenos Aires , Argentina,-38.032577, -57.5876566
30830,1,2023,12,Robo/Hurto Automotor,CATE 911,519,CON,Hipolito Yrigoyen,Nueve de Julio,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Hipolito Yrigoyen y Nueve de Julio , Buenos Aires , Argentina,-37.995449, -57.5478602
30911,1,2023,12,Robo/Hurto Automotor,MAC,5007,SIN,Las Heras,Falucho,Detencion,Mar del Plata,Buenos Aires,Argentina,Las Heras y Falucho , Buenos Aires , Argentina,-38.00965, -57.54249
30949,1,2023,12,Robo/Hurto Automotor,CATE 911,369,CON,Leandro N. Alem,Vicente Lopez,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Leandro N. Alem y Vicente Lopez , Buenos Aires , Argentina,-38.036407, -57.5429809
31008,1,2023,12,Robo/Hurto Automotor,CATE 911,134,CON,Avenida Constitucion,Zuviria Martinez Gustavo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Constitucion y Zuviria Martinez Gustavo , Buenos Aires , Argentina,-37.955461, -57.5736162
31051,1,2023,12,Robo/Hurto Automotor,CATE 911,80,CON,Avenida Patricio Peralta Ramos,Belgrano,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Patricio Peralta Ramos y Belgrano , Buenos Aires , Argentina,-38.003574, -57.5431804
31118,1,2023,12,Robo/Hurto Automotor,CATE 911,578,CON,Avenida Patricio Peralta Ramos,Olavarria,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Patricio Peralta Ramos y Olavarria , Buenos Aires , Argentina,-38.008257, -57.5385752
31140,1,2023,12,Robo/Hurto Automotor,CATE 911,91,CON,Catorce de Julio,Roca 07 Argentino General,Hallazgo Automotor,Mar del Plata,Buenos Aires,Argentina,Catorce de Julio y Roca 07 Argentino General , Buenos Aires , Argentina,-38.034049, -57.5928098
31187,1,2023,12,Robo/Hurto Automotor,CATE 911,335,CON,Avenida Colon,Canada,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Colon y Canada , Buenos Aires , Argentina,-37.970933, -57.6144444
31257,1,2023,12,Robo/Hurto Automotor,CATE 911,129,CON,Arturo Alio,Alberti Manuel,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Arturo Alio y Alberti Manuel , Buenos Aires , Argentina,-37.981485, -57.6003789
31274,1,2023,12,Robo/Hurto Automotor,CATE 911,580,CON,Olavarria,San Lorenzo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Olavarria y San Lorenzo , Buenos Aires , Argentina,-38.017509, -57.544613
31330,1,2023,12,Robo/Hurto Automotor,CATE 911,528,CON,Grecia,Rivadavia,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Grecia y Rivadavia , Buenos Aires , Argentina,-37.976644, -57.5964005
31378,1,2023,12,Robo/Hurto Automotor,CATE 911,157,CON,Nueve de Julio,Luciano Arrue,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Nueve de Julio y Luciano Arrue , Buenos Aires , Argentina,-37.971740, -57.6038747
31393,1,2023,12,Robo/Hurto Automotor,CATE 911,292,CON,Jose Eusebio Colombres,Comunidad Foral De Navarra,Detencion,Mar del Plata,Buenos Aires,Argentina,Jose Eusebio Colombres y Comunidad Foral De Navarra , Buenos Aires , Argentina,-38.048789, -57.5766912
31412,1,2023,12,Robo/Hurto Automotor,CATE 911,254,CON,Avenida Constitucion,Ricardo Rojas,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Constitucion y Ricardo Rojas , Buenos Aires , Argentina,-37.959905, -57.5646017
31440,1,2023,12,Robo/Hurto Automotor,CATE 911,56,CON,Catamarca,Avenida Pedro Luro,Hallazgo Automotor,Mar del Plata,Buenos Aires,Argentina,Catamarca y Avenida Pedro Luro , Buenos Aires , Argentina,-37.996078, -57.5512087
31486,1,2023,12,Robo/Hurto Automotor,CATE 911,581,CON,Avenida Independencia,Belgrano,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Independencia y Belgrano , Buenos Aires , Argentina,-37.997962, -57.5542638
31568,1,2023,12,Robo/Hurto Automotor,CATE 911,252,CON,Avenida Felix U. Camet,Pascual Mugaburu,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Felix U. Camet y Pascual Mugaburu , Buenos Aires , Argentina,-37.963800, -57.5435512
31570,1,2023,12,Robo/Hurto Automotor,CATE 911,232,CON,Marcelo T. De Alvear Doctor,Arana Y Goiri,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Marcelo T. De Alvear Doctor y Arana Y Goiri , Buenos Aires , Argentina,-38.043210, -57.5683519
31589,1,2023,12,Robo/Hurto Automotor,CATE 911,668,CON,Champagnat,Primera Junta,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Champagnat y Primera Junta , Buenos Aires , Argentina,-37.994757, -57.5939323
31641,1,2023,12,Robo/Hurto Automotor,CATE 911,417,CON,Genova,Friuli,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Genova y Friuli , Buenos Aires , Argentina,-38.031360, -57.5963607
31650,1,2023,12,Robo/Hurto Automotor,CATE 911,443,CON,Avenida Patricio Peralta Ramos,Chacabuco,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Patricio Peralta Ramos y Chacabuco , Buenos Aires , Argentina,-37.992208, -57.5452828
