lat,lng,fecha,resultado,observaciones
-38.01451,-57.53512,2023-01-01,Asiste Policia y Libera,General Paunero
-38.00949,-57.56928,2023-01-01,Asiste Policia y Libera,Saavedra Cornelio
-37.984941,-57.5777741,2023-01-01,Asiste Unidad Sanitaria y Traslada,Tierra Del Fuego
-38.03301,-57.56331,2023-01-01,No Asiste,Diagonal Santa Cecilia
-37.99866,-57.62563,2023-01-01,No Asiste,Yapeyu
-38.04121,-57.5675736,2023-01-01,No Asiste,Marcelo T. De Alvear
-38.040737,-57.5873604,2023-01-01,Asiste Policia y Libera,Sicilia
-37.981392,-57.5443845,2023-01-01,Asiste Policia y Libera,Beruti Antonio Luis
-38.045428,-57.5897238,2023-01-01,Hallazgo Automotor,General Rafael De Riego
-38.05148,-57.57992,2023-01-01,Se Realiza Seguimiento del Evento,Federico Garcia Lorca
-38.032485,-57.5718832,2023-01-01,No Asiste,Diagonal Elpidio Gonzalez
-38.017925,-57.5660407,2023-01-01,Asiste Policia y Libera,La Rioja
-37.9398,-57.54586,2023-01-01,Asiste Policia y Libera,Calabrese Eneas
-37.99864,-57.62398,2023-01-01,Asiste Policia y Libera,Leonardo Rosales
-38.00864,-57.58672,2023-01-01,No Asiste,Solis
-38.010088,-57.5371577,2023-01-01,Asiste Policia y Libera,20 De Setiembre
-37.98549,-57.58108,2023-01-01,No Asiste,Moreno
-37.97176,-57.59687,2023-01-01,No Asiste,Venticinco de 05
-37.987541,-57.5881438,2023-01-01,No Asiste,Olazabal Felix De
-38.018654,-57.6063838,2023-01-01,Asiste Policia y Libera,Cesar A. Ceretti
-37.981638,-57.5751349,2023-01-01,Asiste Policia y Libera,Tierra Del Fuego
-38.034049,-57.5928098,2023-01-01,Asiste Policia y Libera,Gonzalez Chavez
-37.923892,-57.5427289,2023-01-01,Asiste Policia y Libera,Los Granados
-38.01526,-57.58653,2023-01-01,No Asiste,Ayolas
-37.9641,-57.61455,2023-01-01,Asiste Policia y Libera,Portugal
-38.034791,-57.5500985,2023-01-01,Asiste Policia y Libera,Bosch Elisa
-37.99716,-57.58485,2023-01-01,No Asiste,Chile
-37.962936,-57.5853132,2023-01-01,Asiste Policia y Libera,Brasil
-37.9846,-57.56045,2023-01-01,Asiste Policia y Libera,Avenida Libertad
-38.029913,-57.5808377,2023-01-01,Asiste Policia y Libera,Juana Manso
-37.982754,-57.5843333,2023-01-01,Asiste Policia y Libera,Bravo Mario
-37.99168,-57.58464,2023-01-01,Asiste Policia y Libera,Rawson
-38.01102,-57.54642,2023-01-01,Asiste Policia y Libera,Arenales
-38.00926,-57.57196,2023-01-01,Asiste Policia y Libera,Dorrego
-37.992875,-57.5643311,2023-01-01,Asiste Policia y Libera,La Pampa
-38.00919,-57.60485,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Avenida Vertiz
-38.0189,-57.5711611,2023-01-01,LPR - Se realiza seguimiento del vehiculo,San Lorenzo
-38.01209,-57.5487,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Tucuman
-38.029913,-57.5808377,2023-01-01,Asiste Policia y Libera,Soler Miguel
-38.052473,-57.5613839,2023-01-01,Detencion,Lebensohn Moises
-37.996078,-57.5512087,2023-01-01,No Asiste,La Rioja
-38.029913,-57.5808377,2023-01-01,Asiste Policia y Libera,Avenida Vertiz
-38.02855,-57.57921,2023-01-01,No Asiste,Juana Manso
-38.008048,-57.576591,2023-01-01,Hallazgo Automotor,Avenida Juan Jose Paso
-38.00662,-57.54848,2023-01-01,Se Realiza Seguimiento del Evento,Corrientes
-38.001973,-57.5531637,2023-01-01,Detencion,Brown Almirante
-37.98413,-57.58835,2023-01-01,Asiste Policia y Libera,Bahia Blanca
-37.99346,-57.59872,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Tres Arroyos
-38.001901,-57.5886906,2023-01-01,Asiste Policia y Libera,Matheu Domingo
-37.99454,-57.58557,2023-01-01,No Asiste,Alvarado Rudecindo
-38.0059,-57.5521,2023-01-01,No Asiste,Cordoba
-38.02082,-57.61889,2023-01-01,No Asiste,Andres Mac Gaul
-37.99395,-57.59772,2023-01-01,No Asiste,Senador Enzo Bordabehere
-37.98413,-57.58835,2023-01-01,No Asiste,Bahia Blanca
-37.99716,-57.58485,2023-01-01,Hallazgo Automotor,Chile
-38.0285,-57.58616,2023-01-01,No Asiste,Tripulantes Del Fournier
-38.01051,-57.54744,2023-01-01,Asiste Policia y Libera,Rawson
-37.95761,-57.59805,2023-01-01,No Asiste,Bolivia
-37.96924,-57.60183,2023-01-01,Se Realiza Seguimiento del Evento,Cetz
-37.97313,-57.54979,2023-01-01,Se Realiza Seguimiento del Evento,Juan A. Pe̱a
-38.02254,-57.58715,2023-01-01,No Asiste,Celestino Vidal Coronel
-37.97396,-57.60842,2023-01-01,No Asiste,254
-37.95731,-57.59641,2023-01-01,Hallazgo Automotor,Beruti Antonio Luis
-38.00662,-57.54848,2023-01-01,Se Realiza Seguimiento del Evento,Corrientes
-38.034611,-57.5634205,2023-01-01,Se Realiza Seguimiento del Evento,Los Platanos
-38.02471,-57.60857,2023-01-01,Se Realiza Seguimiento del Evento,Polonia
-38.001664,-57.5941266,2023-01-01,Se Realiza Seguimiento del Evento,Solis
-38.001464,-57.542916,2023-01-01,Hallazgo Automotor,San Martin
-38.03877,-57.58825,2023-01-01,Hallazgo Automotor,Sicilia
-37.966872,-57.6224621,2023-01-01,Asiste Policia y Libera,Ramon Carrillo
-37.95795,-57.62665,2023-01-01,Se Realiza Seguimiento del Evento,Ramon Carrillo
-38.008686,-57.5332108,2023-01-01,Asiste Policia y Libera,Avenida Patricio Peralta Ramos
-38.00048,-57.6044,2023-01-01,Hallazgo Automotor,Labarden
-38.00713,-57.54748,2023-01-01,No Asiste,Falucho
-38.015299,-57.5883111,2023-01-01,Asiste Policia y Libera,Ratery Ingeniero
-37.993294,-57.5702898,2023-01-01,Asiste Policia y Libera,La Pampa
-37.96568,-57.61582,2023-01-01,Asiste Policia y Libera,Portugal
-37.9573,-57.63456,2023-01-01,Asiste Policia y Libera,Belgrano
-37.95407,-57.62067,2023-01-01,Hallazgo Automotor,Avenida Libertad
-37.96841,-57.58212,2023-01-01,Asiste Policia y Libera,Aragon
-38.02957,-57.5431159,2023-01-01,Asiste Policia y Libera,General Ignacio Rivas
-37.95019,-57.60608,2023-01-01,Se Realiza Seguimiento del Evento,Maipu
-37.95231,-57.6107159,2023-01-01,Asiste Policia y Libera,Guayana
-38.010088,-57.5371577,2023-01-01,Asiste Policia y Libera,Primera Junta
-38.02986,-57.58779,2023-01-01,No Asiste,Arana Y Goiri
-38.01326,-57.5397985,2023-01-01,Asiste Policia y Libera,Maria Adelina Funes De Millan
-38.03469,-57.59195,2023-01-01,No Asiste,Genova
-37.974118,-57.5943871,2023-01-01,Asiste Policia y Libera,Arturo Alio
-38.01906,-57.56134,2023-01-01,Asiste Policia y Libera,Santiago Del Estero
-38.03121,-57.54867,2023-01-01,Se Realiza Seguimiento del Evento,Pringles
-38.00463,-57.54547,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Entre Rios
-38.02559,-57.60229,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Napoles
-38.04488,-57.59702,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Manrique
-38.01314,-57.5665124,2023-01-01,Asiste Policia y Libera,Hipolito Yrigoyen
-37.99941,-57.57382,2023-01-01,No Asiste,Castelli Juan Jose
-37.996101,-57.5556947,2023-01-01,No Asiste,Jujuy
-38.03326,-57.58327,2023-01-01,Asiste Policia y Libera,Ambrosio Bestoso
-38.01564,-57.5416617,2023-01-01,Asiste Policia y Libera,Avellaneda Nicolas
-38.016362,-57.5690794,2023-01-01,Asiste Policia y Libera,Laprida
-38.00025,-57.54755,2023-01-01,Asiste Policia y Libera,Cordoba
-37.96777,-57.61613,2023-01-01,No Asiste,Republica Arabe Siria
-38.00763,-57.54649,2023-01-01,Asiste Policia y Libera,Buenos Aires
-38.02174,-57.63313,2023-01-01,Asiste Policia y Libera,Catriel Cirpriano
-38.006882,-57.5700073,2023-01-01,Asiste Policia y Libera,Matheu Domingo
-38.01176,-57.5929,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Polonia
-37.95005,-57.64845,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Bolivar
-37.965956,-57.6104459,2023-01-01,Secuestro De Vehiculo,Onesimo Leguizamon
-38.04551,-57.57929,2023-01-01,Asiste Policia y Libera,Sicilia
-37.95507,-57.58338,2023-01-01,Asiste Policia y Libera,Francisco Angel Rizzuto
-38.044272,-57.5928084,2023-01-01,No Asiste,Benito Linch
-38.0005,-57.56064,2023-01-01,No Asiste,Espa̱a
-38.034699,-57.5849654,2023-01-01,Asiste Policia y Libera,De La Plaza Fortunato
-38.035771,-57.5593685,2023-01-01,Asiste Policia y Libera,Jose Hernandez
-38.04908,-57.56399,2023-01-01,No Asiste,Triunvirato
-37.99228,-57.57227,2023-01-01,No Asiste,Don Bosco
-38.00937,-57.54086,2023-01-01,No Asiste,Brown Almirante
-37.978182,-57.5863716,2023-01-01,Asiste Policia y Libera,Republica Del Libano
-38.03573,-57.57313,2023-01-01,Detencion,Hipolito Bouchard
-38.01021,-57.60766,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Vignolo Antonio
-38.01314,-57.5665124,2023-01-01,Se Realiza Seguimiento del Evento,Dorrego
-38.07926,-57.56347,2023-01-01,Se Realiza Seguimiento del Evento,Las Margaritas
-37.95922,-57.54027,2023-01-01,Se Realiza Seguimiento del Evento,Libres Del Sur
-38.024153,-57.5989053,2023-01-01,Se Realiza Seguimiento del Evento,Belgrano
-38.049134,-57.5658079,2023-01-01,No Asiste,Bosch Elisa
-38.07022,-57.57265,2023-01-01,No Asiste,El Jilguero
-37.99033,-57.58071,2023-01-01,No Asiste,Avenida Colon
-38.01473301177618,-57.545340531789634,2023-01-01,Asiste Policia y Libera,Alvarado Rudecindo
-38.00806,-57.58845,2023-01-01,No Asiste,Polonia
-38.054695,-57.5958772,2023-01-01,Asiste Policia y Libera,Jose Marti
-38.02309,-57.63474,2023-01-01,Asiste Policia y Libera,Manuel Baigorrita
-37.99534,-57.55505,2023-01-01,Asiste Policia y Libera,San Martin
-37.974597,-57.5890884,2023-01-01,Asiste Policia y Libera,Venticinco de 05
-37.984941,-57.5777741,2023-01-01,Asiste Policia y Libera,Guillermo Marconi Ingeniero
-38.04136,-57.58482,2023-01-01,Asiste Policia y Libera,General Rafael De Riego
-38.06382,-57.56186,2023-01-01,Asiste Policia y Libera,General Mosconi
-37.97307,-57.61478,2023-01-01,Asiste Policia y Libera,Falucho
-38.022444,-57.5712096,2023-01-01,Asiste Policia y Libera,Almafuerte
-38.01497,-57.5650424,2023-01-01,Asiste Policia y Libera,Hipolito Yrigoyen
-37.95898,-57.58651,2023-01-01,Asiste Policia y Libera,Luciano Arrue
-38.010241,-57.5457799,2023-01-01,Asiste Policia y Libera,Arenales
-38.025547,-57.562426,2023-01-01,Detencion,Avenida Juan B. Justo
-38.01311,-57.60306,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Hipolito Bouchard
-37.98042,-57.58227,2023-01-01,Asiste Policia y Libera,Champagnat
-37.9912,-57.54727,2023-01-01,Asiste Policia y Libera,Avenida Libertad
-37.956048,-57.5458781,2023-01-01,Asiste Policia y Libera,Belgrano
-38.02169,-57.56768,2023-01-01,Asiste Policia y Libera,Antonio Valentini
-38.02715,-57.5810893,2023-01-01,Asiste Policia y Libera,San Salvador
-37.974118,-57.5943871,2023-01-01,Asiste Policia y Libera,Armenia
-38.02516,-57.57515,2023-01-01,Asiste Policia y Libera,Juana Manso
-38.02715,-57.5810893,2023-01-01,Asiste Policia y Libera,Jacinto Peralta Ramos
-38.00417,-57.55775,2023-01-01,Asiste Policia y Libera,Alberti Manuel
-37.99176,-57.55077,2023-01-01,Asiste Policia y Libera,Salta
-38.011097,-57.592101,2023-01-01,Asiste Policia y Libera,Herminia Brumana
-37.955476,-57.654964,2023-01-01,Asiste Policia y Libera,Willian C Morris
-37.954129,-57.6365989,2023-01-01,Asiste Policia y Libera,Avenida Pedro Luro
-38.02172,-57.58254,2023-01-01,Asiste Policia y Libera,Friuli
-38.05771,-57.58952,2023-01-01,Asiste Policia y Libera,Calle 75
-37.98961,-57.55042,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Jujuy
-38.02685,-57.54373,2023-01-01,LPR - Se realiza seguimiento del vehiculo,General Lavalle Juan
-38.005884,-57.5720202,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Guido Tomas
-38.00056,-57.55537,2023-01-01,Asiste Policia y Libera,Avenida Colon
-38.05962,-57.55188,2023-01-01,No Asiste,Luis Vernet
-37.98995,-57.56339,2023-01-01,No Asiste,Avenida Pedro Luro
-37.965546,-57.5534873,2023-01-01,No Asiste,Juana Manso
-38.03476,-57.58841,2023-01-01,Asiste Policia y Libera,Puan
-38.02562,-57.60396,2023-01-01,Hallazgo Automotor,Osvaldo Magnasco
-37.99412,-57.55267,2023-01-01,No Asiste,Venticinco de 05
-38.0001,-57.54323,2023-01-01,No Asiste,Corrientes
-38.023245,-57.5948315,2023-01-01,No Asiste,Ciudad De Dolores
-37.991873,-57.5909153,2023-01-01,No Asiste,Remedios De Escalada
-38.03052,-57.57831,2023-01-01,Asiste Policia y Libera,Juan Bautista Azopardo
-37.95005,-57.64845,2023-01-01,Asiste Policia y Libera,Bolivar
-38.0638,-57.56018,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Willian C Morris
-37.95064,-57.54163,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Carlos Tejedor
-38.0203,-57.59014,2023-01-01,Asiste Policia y Libera,Pehuajo
-37.99161,-57.58037,2023-01-01,Asiste Policia y Libera,Chile
-38.02796,-57.59388,2023-01-01,Asiste Policia y Libera,De La Plaza Fortunato
-38.010088,-57.5371577,2023-01-01,Asiste Policia y Libera,Manuel Quintana
-38.00053,-57.54918,2023-01-01,Asiste Policia y Libera,Belgrano
-38.00571,-57.59577,2023-01-01,Asiste Policia y Libera,Cipreses
-37.999032,-57.5521837,2023-01-01,No Asiste,La Rioja
-37.989619,-57.5504221,2023-01-01,Asiste Policia y Libera,Jujuy
-38.011749,-57.5427843,2023-01-01,Asiste Policia y Libera,20 De Setiembre
-38.03136,-57.5963607,2023-01-01,Asiste Policia y Libera,Hipolito Bouchard
-38.03399,-57.59627,2023-01-01,Asiste Policia y Libera,Mariano Castex
-38.09914,-57.57951,2023-01-01,Asiste Policia y Libera,Calle 10 Bis
-38.00105,-57.58379,2023-01-01,Asiste Policia y Libera,Primera Junta
-37.956048,-57.5458781,2023-01-01,Asiste Policia y Libera,Jose Ingenieros
-37.99997,-57.61191,2023-01-01,Asiste Policia y Libera,Hernandarias
-38.03053,-57.58859,2023-01-01,Asiste Policia y Libera,Gonzalez Chavez
-38.04183,-57.56506,2023-01-01,Asiste Policia y Libera,Hipolito Bouchard
-38.02509,-57.57864,2023-01-01,No Asiste,Jacinto Peralta Ramos
-38.00521,-57.56009,2023-01-01,No Asiste,Garay Juan De
-38.00695,-57.5453,2023-01-01,No Asiste,Espa̱a
-37.976797,-57.5712096,2023-01-01,Asiste Policia y Libera,Guillermo Marconi Ingeniero
-38.029104,-57.5370839,2023-01-01,Asiste Policia y Libera,Almafuerte
-38.060471,-57.5455228,2023-01-01,Asiste Policia y Libera,Eduardo G. Carasa
-38.02322,-57.58443,2023-01-01,Asiste Policia y Libera,San Salvador
-38.01317,-57.58075,2023-01-01,Asiste Policia y Libera,Pehuajo
-38.01742,-57.55579,2023-01-01,No Asiste,Manuel Quintana
-38.0273,-57.59475,2023-01-01,Asiste Policia y Libera,Udine
-38.035406,-57.5910995,2023-01-01,Asiste Policia y Libera,Miguel Estanislao Soler
-38.017478,-57.6198932,2023-01-01,Asiste Policia y Libera,Marcelo 07 Fitte
-38.032407,-57.5569641,2023-01-01,Hallazgo Automotor,El Cano
-37.980841,-57.5588055,2023-01-01,Asiste Policia y Libera,Ituzaingo
-38.00571,-57.59577,2023-01-01,Asiste Policia y Libera,Los Pinos
-38.018654,-57.6063838,2023-01-01,Asiste Policia y Libera,Reforma Universitaria
-37.97572,-57.61831,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Garay Juan De
-37.98615,-57.55045,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Ayacucho
-38.00629,-57.5822,2023-01-01,Asiste Policia y Libera,Formosa
-37.97091,-57.56084,2023-01-01,Asiste Policia y Libera,Belisario Roldan
-37.98814,-57.5916338,2023-01-01,Asiste Policia y Libera,Esteban Gascon
-38.0189,-57.5711611,2023-01-01,Asiste Policia y Libera,Funes Gregorio
-37.998955,-57.5479019,2023-01-01,Asiste Policia y Libera,San Luis
-38.00955,-57.53819,2023-01-01,Asiste Policia y Libera,Avenida Colon
-38.01801,-57.54361,2023-01-01,Asiste Policia y Libera,San Lorenzo
-38.06386,-57.56683,2023-01-01,Asiste Policia y Libera,Federico C. Beltrami Ingeniero
-38.01855,-57.60628,2023-01-01,Asiste Policia y Libera,De La Plaza Fortunato
-38.01801,-57.54361,2023-01-01,Asiste Policia y Libera,Martin Miguel De Guemes
-37.991873,-57.5909153,2023-01-01,Persecucion Y Detencion,Alvarado Rudecindo
-37.999288,-57.5538767,2023-01-01,Asiste Policia y Libera,Catamarca
-37.92612,-57.54542,2023-01-01,Detencion,Los Granados
-37.99749,-57.55962,2023-01-01,No Asiste,Bolivar
-38.0005,-57.56064,2023-01-01,No Asiste,Espa̱a
-38.031497,-57.5545189,2023-01-01,No Asiste,Jose Hernandez
-37.95005,-57.59758,2023-01-01,No Asiste,Jose Cardiel Padre
-37.99726,-57.62065,2023-01-01,No Asiste,Avenida Vertiz
-37.99918,-57.57645,2023-01-01,No Asiste,Alvarado Rudecindo
-37.95815,-57.63974,2023-01-01,Persecucion Y Perdida,San Lorenzo
-38.009231,-57.5477932,2023-01-01,Asiste Policia y Libera,Buenos Aires
-38.0189,-57.5711611,2023-01-01,Asiste Policia y Libera,Avenida Independencia
-38.03662,-57.57022,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Juan Bautista Azopardo
-37.98742,-57.54574,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Ituzaingo
-37.980484,-57.5685616,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Guillermo Marconi Ingeniero
-38.01497,-57.5650424,2023-01-01,No Asiste,Ecuador
-37.99848,-57.54184,2023-01-01,No Asiste,Nueve de 07
-38.02511,-57.57179,2023-01-01,No Asiste,Antonio Valentini
-37.99434,-57.58817,2023-01-01,No Asiste,Avellaneda Nicolas
-38.05897,-57.55273,2023-01-01,No Asiste,Luis Piedrabuena Comandante
-38.0251,-57.55637,2023-01-01,Asiste Policia y Libera,Larrea
-38.01732,-57.59065,2023-01-01,Asiste Policia y Libera,De Los Inmigrantes
-38.06052,-57.59189,2023-01-01,Asiste Policia y Libera,Calle 81
-38.002141,-57.6004918,2023-01-01,Asiste Policia y Libera,Doce de 10
-38.03928,-57.58069,2023-01-01,Asiste Policia y Libera,General Manuel N. Savio
-38.04153,-57.54997,2023-01-01,Asiste Policia y Libera,Posadas
-38.027888,-57.57544,2023-01-01,Asiste Policia y Libera,Tripulantes Del Fournier
-38.014816,-57.5721925,2023-01-01,Asiste Policia y Libera,Jujuy
-38.012322,-57.5800793,2023-01-01,Asiste Policia y Libera,Avenida Juan B. Justo
-37.99997,-57.61191,2023-01-01,Asiste Policia y Libera,Canessa
-37.980427,-57.5822796,2023-01-01,Asiste Policia y Libera,Victoriano E. Montes
-37.956048,-57.5458781,2023-01-01,Asiste Policia y Libera,Jose Zacagnini
-38.00127,-57.5455517,2023-01-01,No Asiste,Suarez Coronel
-38.02784,-57.58534,2023-01-01,No Asiste,Gonzalez Chavez
-38.01722,-57.56982,2023-01-01,Se Realiza Seguimiento del Evento,Vieytes
-37.981067,-57.6100177,2023-01-01,Hallazgo Automotor,Jose Dutto Padre
-38.00128,-57.62045,2023-01-01,No Asiste,Leonardo Rosales
-38.03856,-57.56767,2023-01-01,No Asiste,Juan Bautista Azopardo
-38.05433,-57.5553,2023-01-01,No Asiste,Arana Y Goiri
-38.08073,-57.54935,2023-01-01,Asiste Policia y Libera,Jose Andres Pacheco De Melo
-37.992875,-57.5643311,2023-01-01,Asiste Policia y Libera,Primero de Mayo
-38.023378,-57.5867897,2023-01-01,Asiste Policia y Libera,Avenida Vertiz
-37.9758,-57.59148,2023-01-01,Asiste Policia y Libera,Avenida Pedro Luro
-38.077284,-57.5496172,2023-01-01,Asiste Policia y Libera,General Paz
-38.019913,-57.5620124,2023-01-01,Asiste Policia y Libera,Santiago Del Estero
-37.99312,-57.56169,2023-01-01,Asiste Policia y Libera,Funes Gregorio
-38.02702,-57.56752,2023-01-01,Asiste Policia y Libera,Doce de 10
-38.05372,-57.55784,2023-01-01,Asiste Policia y Libera,Figueroa Alcorta
-38.0085,-57.5401737,2023-01-01,Asiste Policia y Libera,Las Heras
-38.01829,-57.56778,2023-01-01,Asiste Policia y Libera,Vieytes
-38.05929,-57.5678,2023-01-01,Asiste Policia y Libera,Ricardo Guiraldes
-37.98916,-57.61419,2023-01-01,Asiste Policia y Libera,Yapeyu
-38.01314,-57.5665124,2023-01-01,Se Realiza Seguimiento del Evento,Genova
-38.00644,-57.59823,2023-01-01,Asiste Policia y Libera,Eduardo Peralta Ramos
-38.008918,-57.6138226,2023-01-01,No Asiste,Lebensohn Moises
-37.963516,-57.557689,2023-01-01,Asiste Policia y Libera,Marcos Sastre
-38.05929,-57.56787,2023-01-01,Asiste Policia y Libera,Ricardo Guiraldes
-38.03117,-57.57577,2023-01-01,Asiste Policia y Libera,Talcahuano
-38.03751,-57.59164,2023-01-01,Asiste Policia y Libera,Florencio Sanchez
-37.923892,-57.5427289,2023-01-01,Asiste Policia y Libera,Los Granados
-38.032577,-57.5876566,2023-01-01,Asiste Policia y Libera,Leonardo Rosales
-37.99499,-57.55338,2023-01-01,Asiste Policia y Libera,Salta
-38.01497,-57.5650424,2023-01-01,Asiste Policia y Libera,Juana Azurduy
-38.02205,-57.61384,2023-01-01,Asiste Policia y Libera,Juan Gutenberg
-37.970982,-57.5651146,2023-01-01,Asiste Policia y Libera,Manuela Pedraza
-38.02436,-57.53324,2023-01-01,Detencion,Leandro N. Alem
-37.95795,-57.6266578,2023-01-01,Asiste Policia y Libera,Avenida Fermin Errea
-37.956823,-57.5801545,2023-01-01,Se Realiza Seguimiento del Evento,Ruta Nacional N 2
-38.02293,-57.5658417,2023-01-01,Asiste Unidad Sanitaria y Traslada,Santiago Del Estero
-38.032577,-57.5876566,2023-01-01,No Asiste,Espa̱a
-38.01743,-57.59734,2023-01-01,No Asiste,Hipolito Bouchard
-37.9729,-57.57227,2023-01-01,Asiste Policia y Libera,Malvinas
-38.03036,-57.54375,2023-01-01,LPR - Vehiculo Interceptado,General Jose Maria Paz
-38.010088,-57.5371577,2023-01-01,LPR - Vehiculo Interceptado,General Rafael De Riego
-37.96663,-57.55156,2023-01-01,Asiste Policia y Libera,Avenida Constitucion
-37.96157,-57.60125,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Chacabuco
-38.02155,-57.60235,2023-01-01,LPR - Se realiza seguimiento del vehiculo,De La Plaza Fortunato
-37.956823,-57.5801545,2023-01-01,Se Realiza Seguimiento del Evento,Concepcion Arenal
-38.0189,-57.5711611,2023-01-01,No Asiste,Juan N. Fernandez
-37.992435,-57.6063614,2023-01-01,No Asiste,Francisco Saverio Scarpatti
-38.02683,-57.55075,2023-01-01,No Asiste,Vieytes
